Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
2008,1,29,2,1528.0,1510,1630.0,1620,WN,3589,N510SW,62.0,70.0,50.0,10.0,18.0,PHL,MHT,290,4.0,8.0,0,,0,,,,,
2008,11,13,4,1651.0,1700,1900.0,1909,XE,2271,N14177,129.0,129.0,101.0,-9.0,-9.0,MCI,IAH,643,13.0,15.0,0,,0,,,,,
2008,7,5,6,557.0,600,918.0,921,UA,532,N826UA,141.0,141.0,117.0,-3.0,-3.0,DEN,ORD,888,6.0,18.0,0,,0,,,,,
2008,7,8,2,1951.0,1950,2203.0,2111,US,1632,N957UW,132.0,81.0,59.0,52.0,1.0,CLT,IAD,321,8.0,65.0,0,,0,0.0,1.0,51.0,0.0,0.0
2008,8,17,7,2005.0,1945,103.0,55,WN,101,N910WN,178.0,190.0,163.0,8.0,20.0,LAS,STL,1372,4.0,11.0,0,,0,,,,,
2008,5,2,5,1044.0,1045,1535.0,1545,AA,2300,N5EMAA,171.0,180.0,145.0,-10.0,-1.0,LAX,DFW,1235,6.0,20.0,0,,0,,,,,
2008,5,19,1,906.0,913,927.0,929,NW,1405,N765NC,81.0,76.0,55.0,-2.0,-7.0,DTW,MSN,312,6.0,20.0,0,,0,,,,,
2008,8,2,6,942.0,945,1202.0,1159,FL,15,N299AT,320.0,314.0,294.0,3.0,-3.0,ATL,SEA,2182,13.0,13.0,0,,0,,,,,
2008,1,14,1,1442.0,1445,1601.0,1553,CO,1015,N18611,79.0,68.0,47.0,8.0,-3.0,IAH,DFW,224,4.0,28.0,0,,0,,,,,
2008,5,19,1,2032.0,2000,2207.0,2146,US,1528,N532AU,95.0,106.0,71.0,21.0,32.0,CLT,PHL,448,3.0,21.0,0,,0,0.0,0.0,0.0,0.0,21.0
2008,5,24,6,741.0,745,1052.0,1045,AA,33,N336AA,371.0,360.0,340.0,7.0,-4.0,JFK,LAX,2475,9.0,22.0,0,,0,,,,,
2008,7,19,6,901.0,900,1215.0,1225,AA,1430,N503AA,134.0,145.0,121.0,-10.0,1.0,DFW,TPA,929,3.0,10.0,0,,0,,,,,
2008,9,23,2,752.0,800,1000.0,1001,US,989,N438US,128.0,121.0,101.0,-1.0,-8.0,CLT,FLL,631,3.0,24.0,0,,0,,,,,
2008,1,22,2,1639.0,1640,1714.0,1714,HA,335,N481HA,35.0,34.0,21.0,0.0,-1.0,OGG,HNL,100,8.0,6.0,0,,0,,,,,
2008,3,24,1,1645.0,1645,1930.0,1940,YV,7230,N37208,105.0,115.0,86.0,-10.0,0.0,ORD,CAE,666,7.0,12.0,0,,0,,,,,
2008,3,24,1,811.0,815,917.0,945,YV,7293,N715SF,66.0,90.0,47.0,-28.0,-4.0,IAD,SYR,296,5.0,14.0,0,,0,,,,,
2008,2,24,7,2038.0,2045,2232.0,2132,UA,465,N437UA,114.0,47.0,88.0,60.0,-7.0,DEN,EGE,121,5.0,21.0,0,,0,0.0,0.0,60.0,0.0,0.0
2008,8,6,3,1415.0,1415,1424.0,1425,WN,1163,N475WN,69.0,70.0,53.0,-1.0,0.0,CLE,MDW,307,5.0,11.0,0,,0,,,,,
2008,5,26,1,758.0,803,1029.0,1022,UA,189,N809UA,271.0,259.0,253.0,7.0,-5.0,ORD,SAN,1723,3.0,15.0,0,,0,,,,,
2008,2,7,4,928.0,930,1430.0,1417,UA,991,N413UA,242.0,227.0,206.0,13.0,-2.0,IAD,STT,1605,4.0,32.0,0,,0,,,,,
2008,10,9,4,645.0,645,935.0,919,OH,6564,N427CA,170.0,154.0,137.0,16.0,0.0,JAX,LGA,834,16.0,17.0,0,,0,0.0,0.0,16.0,0.0,0.0
2008,3,15,6,942.0,905,1017.0,945,WN,2007,N902WN,95.0,100.0,79.0,32.0,37.0,SLC,PHX,507,7.0,9.0,0,,0,2.0,0.0,0.0,0.0,30.0
2008,1,10,4,1118.0,1120,1655.0,1659,AA,1082,N594AA,217.0,219.0,195.0,-4.0,-2.0,LAS,ORD,1515,5.0,17.0,0,,0,,,,,
2008,5,5,1,1236.0,1240,1722.0,1705,AA,2412,N3DKAA,226.0,205.0,178.0,17.0,-4.0,DFW,BDL,1471,4.0,44.0,0,,0,0.0,0.0,17.0,0.0,0.0
2008,11,18,2,1903.0,1905,2036.0,2040,WN,3189,N789SW,153.0,155.0,114.0,-4.0,-2.0,DEN,SNA,846,7.0,32.0,0,,0,,,,,
2008,1,30,3,1906.0,1915,2021.0,2023,US,119,N833AW,75.0,68.0,42.0,-2.0,-9.0,LAX,LAS,236,7.0,26.0,0,,0,,,,,
2008,1,23,3,1420.0,1424,1827.0,1811,UA,47,N675UA,367.0,347.0,326.0,16.0,-4.0,LAX,OGG,2486,11.0,30.0,0,,0,0.0,0.0,16.0,0.0,0.0
2008,4,25,5,1115.0,1120,1227.0,1230,MQ,3402,N617AE,72.0,70.0,50.0,-3.0,-5.0,HOU,DFW,247,16.0,6.0,0,,0,,,,,
2008,6,19,4,1602.0,1505,1714.0,1605,AA,627,N424AA,132.0,120.0,111.0,69.0,57.0,DFW,DEN,641,7.0,14.0,0,,0,0.0,17.0,12.0,0.0,40.0
2008,11,26,3,648.0,640,1018.0,1000,XE,2354,N13992,150.0,140.0,123.0,18.0,8.0,BHM,EWR,850,8.0,19.0,0,,0,8.0,0.0,10.0,0.0,0.0
2008,11,15,6,1735.0,1730,2010.0,2036,NW,253,N517US,155.0,186.0,133.0,-26.0,5.0,FLL,DTW,1127,9.0,13.0,0,,0,,,,,
2008,8,14,4,2156.0,2100,52.0,2359,AA,1333,N4XCAA,236.0,239.0,210.0,53.0,56.0,BOS,DFW,1562,9.0,17.0,0,,0,0.0,0.0,14.0,0.0,39.0
2008,4,9,3,1200.0,1100,1322.0,1236,AS,152,N765AS,82.0,96.0,76.0,46.0,60.0,ANC,OME,539,4.0,2.0,0,,0,0.0,46.0,0.0,0.0,0.0
2008,7,8,2,1703.0,1640,1922.0,1822,UA,919,N580UA,259.0,222.0,194.0,60.0,23.0,IAD,DEN,1452,49.0,16.0,0,,0,23.0,0.0,37.0,0.0,0.0
2008,5,10,6,1512.0,1515,1706.0,1720,9E,5696,86949E,114.0,125.0,91.0,-14.0,-3.0,MSP,TUL,616,7.0,16.0,0,,0,,,,,
2008,4,30,3,2052.0,2055,2252.0,2310,OO,5823,N969SW,120.0,135.0,100.0,-18.0,-3.0,DEN,FCA,753,3.0,17.0,0,,0,,,,,
2008,4,15,2,1032.0,1035,1139.0,1145,WN,142,N346SW,67.0,70.0,58.0,-6.0,-3.0,CMH,BWI,336,3.0,6.0,0,,0,,,,,
2008,4,5,6,1416.0,1402,1559.0,1520,YV,7222,N505MJ,163.0,138.0,112.0,39.0,14.0,ORF,ORD,717,5.0,46.0,0,,0,0.0,0.0,25.0,0.0,14.0
2008,11,12,3,1851.0,1900,2150.0,2159,CO,616,N17328,179.0,179.0,152.0,-9.0,-9.0,IAH,MSP,1034,6.0,21.0,0,,0,,,,,
2008,9,9,2,1834.0,1840,1910.0,1905,US,285,N168AW,96.0,85.0,67.0,5.0,-6.0,ABQ,PHX,328,9.0,20.0,0,,0,,,,,
2008,7,29,2,1221.0,1225,1430.0,1432,DL,692,N6702,129.0,127.0,107.0,-2.0,-4.0,ATL,PHL,665,3.0,19.0,0,,0,,,,,
2008,6,5,4,958.0,1000,1039.0,1104,OO,3791,N463SW,101.0,124.0,85.0,-25.0,-2.0,SLC,LGB,589,6.0,10.0,0,,0,,,,,
2008,10,15,3,636.0,639,738.0,747,FL,945,N986AT,62.0,68.0,41.0,-9.0,-3.0,JAX,ATL,270,12.0,9.0,0,,0,,,,,
2008,4,20,7,1325.0,1300,1518.0,1504,OH,5325,N669CA,113.0,124.0,97.0,14.0,25.0,BDL,CVG,661,7.0,9.0,0,,0,,,,,
2008,6,24,2,1726.0,1734,1957.0,1939,CO,1789,N14308,211.0,185.0,176.0,18.0,-8.0,DTW,IAH,1076,12.0,23.0,0,,0,0.0,0.0,18.0,0.0,0.0
2008,8,3,7,817.0,821,856.0,904,NW,652,N755NW,39.0,43.0,19.0,-8.0,-4.0,FNT,DTW,56,10.0,10.0,0,,0,,,,,
2008,11,22,6,1949.0,1955,2121.0,2140,WN,940,N294WN,92.0,105.0,79.0,-19.0,-6.0,PHX,DEN,602,7.0,6.0,0,,0,,,,,
2008,5,30,5,2104.0,2048,2218.0,2220,FL,138,N954AT,74.0,92.0,61.0,-2.0,16.0,TPA,ATL,406,4.0,9.0,0,,0,,,,,
2008,10,5,7,1235.0,1230,1322.0,1310,YV,1015,N87353,47.0,40.0,31.0,12.0,5.0,KOA,HNL,163,6.0,10.0,0,,0,,,,,
2008,9,5,5,1648.0,1656,1824.0,1811,YV,7135,N27185,96.0,75.0,66.0,13.0,-8.0,IAD,CLE,288,7.0,23.0,0,,0,,,,,
2008,3,25,2,1813.0,1815,2021.0,2006,US,1630,N740UW,128.0,111.0,80.0,15.0,-2.0,CLT,LGA,544,26.0,22.0,0,,0,0.0,0.0,15.0,0.0,0.0
2008,8,31,7,1804.0,1810,1930.0,1948,US,1753,N182UW,86.0,98.0,74.0,-18.0,-6.0,CLT,TPA,508,3.0,9.0,0,,0,,,,,
2008,8,26,2,2113.0,2037,2332.0,2305,AS,578,N755AS,139.0,148.0,125.0,27.0,36.0,PDX,SAN,933,3.0,11.0,0,,0,2.0,0.0,0.0,0.0,25.0
2008,5,28,3,929.0,910,1029.0,1015,WN,2347,N674AA,60.0,65.0,51.0,14.0,19.0,ONT,SJC,333,3.0,6.0,0,,0,,,,,
2008,8,21,4,2100.0,2103,2233.0,2245,9E,3760,80259E,93.0,102.0,72.0,-12.0,-3.0,DTW,SWF,479,5.0,16.0,0,,0,,,,,
2008,9,15,1,1534.0,1525,1624.0,1625,XE,2456,N16525,50.0,60.0,33.0,-1.0,9.0,IAH,SHV,192,3.0,14.0,0,,0,,,,,
2008,3,10,1,940.0,940,1216.0,1203,EV,4344,N633AS,96.0,83.0,65.0,13.0,0.0,PFN,ATL,247,20.0,11.0,0,,0,,,,,
2008,3,12,3,825.0,825,931.0,925,WN,1239,N441WN,66.0,60.0,48.0,6.0,0.0,LAS,BUR,223,2.0,16.0,0,,0,,,,,
2008,6,23,1,1033.0,1026,1150.0,1201,OO,3991,N869AS,77.0,95.0,63.0,-11.0,7.0,DEN,SLC,391,5.0,9.0,0,,0,,,,,
2008,7,6,7,1335.0,1340,1420.0,1420,OO,2794,N479CA,45.0,40.0,26.0,0.0,-5.0,MKE,GRB,107,7.0,12.0,0,,0,,,,,
2008,10,4,6,1652.0,1655,1904.0,1919,UA,395,N542UA,252.0,264.0,229.0,-15.0,-3.0,ORD,SAN,1723,2.0,21.0,0,,0,,,,,
2008,2,8,5,1335.0,1335,1610.0,1623,CO,1493,N17139,155.0,168.0,134.0,-13.0,0.0,MCO,EWR,938,11.0,10.0,0,,0,,,,,
2008,9,30,2,1840.0,1844,1932.0,1927,EV,4201,N870AS,112.0,103.0,83.0,5.0,-4.0,ATL,FSM,579,5.0,24.0,0,,0,,,,,
2008,10,6,1,1237.0,1210,1455.0,1429,YV,2674,N956LR,78.0,79.0,57.0,26.0,27.0,BHM,CLT,351,11.0,10.0,0,,0,0.0,0.0,0.0,0.0,26.0
2008,1,19,6,,750,,930,EV,4772,N683BR,,100.0,,,,ATL,CAK,528,,,1,B,0,,,,,
2008,3,16,7,1311.0,1300,1646.0,1616,CO,1726,N17245,395.0,376.0,378.0,30.0,11.0,EWR,SAN,2425,4.0,13.0,0,,0,11.0,0.0,19.0,0.0,0.0
2008,8,13,3,1947.0,1950,2134.0,2135,WN,104,N789SW,107.0,105.0,93.0,-1.0,-3.0,RDU,TPA,587,5.0,9.0,0,,0,,,,,
2008,6,21,6,1346.0,1340,1556.0,1515,MQ,4474,N652RS,190.0,155.0,159.0,41.0,6.0,JAX,ORD,865,7.0,24.0,0,,0,0.0,0.0,35.0,0.0,6.0
2008,11,10,1,1608.0,1617,1708.0,1717,OO,6591,N916SW,120.0,120.0,106.0,-9.0,-9.0,SGF,DEN,637,5.0,9.0,0,,0,,,,,
2008,12,1,1,1012.0,950,1042.0,1020,MQ,3511,N671MQ,90.0,90.0,71.0,22.0,22.0,DFW,ROW,435,6.0,13.0,0,,0,0.0,0.0,0.0,0.0,22.0
2008,3,16,7,1332.0,1344,1419.0,1430,AS,61,N764AS,47.0,46.0,32.0,-11.0,-12.0,CDV,ANC,160,4.0,11.0,0,,0,,,,,
2008,11,18,2,2030.0,2030,2105.0,2111,YV,1929,N77302,35.0,41.0,21.0,-6.0,0.0,HNL,LIH,102,7.0,7.0,0,,0,,,,,
2008,6,10,2,1752.0,1650,1948.0,1845,WN,1249,N364SW,176.0,175.0,160.0,63.0,62.0,DEN,SEA,1024,4.0,12.0,0,,0,0.0,0.0,1.0,0.0,62.0
2008,12,22,1,902.0,900,958.0,1000,WN,12,N641SW,56.0,60.0,43.0,-2.0,2.0,HOU,DAL,239,4.0,9.0,0,,0,,,,,
2008,6,5,4,1011.0,1015,1104.0,1105,MQ,4110,N621AE,53.0,50.0,30.0,-1.0,-4.0,BMI,ORD,116,6.0,17.0,0,,0,,,,,
2008,4,9,3,2105.0,2110,2209.0,2219,US,387,N806AW,64.0,69.0,46.0,-10.0,-5.0,SNA,LAS,226,3.0,15.0,0,,0,,,,,
2008,3,8,6,701.0,700,820.0,831,UA,1580,N496UA,79.0,91.0,61.0,-11.0,1.0,SFO,LAS,414,4.0,14.0,0,,0,,,,,
2008,12,18,4,603.0,605,945.0,945,AA,2025,N5CWAA,162.0,160.0,133.0,0.0,-2.0,STL,MIA,1068,3.0,26.0,0,,0,,,,,
2008,5,13,2,950.0,950,945.0,955,WN,1224,N909WN,55.0,65.0,44.0,-10.0,0.0,DTW,MDW,229,3.0,8.0,0,,0,,,,,
2008,12,31,3,753.0,755,1033.0,1050,WN,1299,N448WN,100.0,115.0,83.0,-17.0,-2.0,LAS,DEN,629,8.0,9.0,0,,0,,,,,
2008,12,29,1,755.0,755,1046.0,1101,CO,618,N79279,171.0,186.0,151.0,-15.0,0.0,EWR,TPA,998,5.0,15.0,0,,0,,,,,
2008,3,13,4,1547.0,1540,1741.0,1740,AA,1762,N3AVAA,114.0,120.0,90.0,1.0,7.0,MIA,ATL,595,6.0,18.0,0,,0,,,,,
2008,3,27,4,1503.0,1501,1601.0,1600,OO,5949,N919SW,58.0,59.0,35.0,1.0,2.0,GJT,DEN,212,6.0,17.0,0,,0,,,,,
2008,2,16,6,852.0,845,1216.0,1215,MQ,3727,N931AE,144.0,150.0,115.0,1.0,7.0,DFW,GSO,999,4.0,25.0,0,,0,,,,,
2008,7,8,2,929.0,915,1424.0,1420,XE,224,N17196,175.0,185.0,162.0,4.0,14.0,SMF,OKC,1342,5.0,8.0,0,,0,,,,,
2008,7,3,4,1735.0,1630,1913.0,1828,US,1107,N430US,98.0,118.0,78.0,45.0,65.0,EWR,CLT,529,6.0,14.0,0,,0,0.0,0.0,0.0,0.0,45.0
2008,2,21,4,815.0,815,931.0,935,WN,3661,N618WN,76.0,80.0,64.0,-4.0,0.0,ELP,PHX,347,4.0,8.0,0,,0,,,,,
2008,12,13,6,1539.0,1535,1629.0,1620,AA,1685,N503AA,110.0,105.0,86.0,9.0,4.0,DFW,ELP,551,4.0,20.0,0,,0,,,,,
2008,11,23,7,723.0,730,1049.0,1056,UA,1178,N807UA,146.0,146.0,120.0,-7.0,-7.0,SMF,DEN,910,15.0,11.0,0,,0,,,,,
2008,7,24,4,,1230,,1355,FL,816,N990AT,,85.0,,,,BOS,BWI,370,,,1,A,0,,,,,
2008,6,18,3,2130.0,2130,2307.0,2307,NW,165,N593NW,217.0,217.0,196.0,0.0,0.0,MSP,SEA,1399,6.0,15.0,0,,0,,,,,
2008,5,7,3,1842.0,1830,2054.0,2027,CO,1187,N14639,192.0,177.0,134.0,27.0,12.0,EWR,ORD,719,7.0,51.0,0,,0,0.0,0.0,27.0,0.0,0.0
2008,8,29,5,715.0,720,901.0,924,NW,659,N8923E,106.0,124.0,79.0,-23.0,-5.0,EWR,DTW,487,8.0,19.0,0,,0,,,,,
2008,9,3,3,1957.0,1900,2123.0,2033,XE,2800,N11106,86.0,93.0,64.0,50.0,57.0,IAH,XNA,438,7.0,15.0,0,,0,50.0,0.0,0.0,0.0,0.0
2008,11,24,1,1706.0,1702,1837.0,1824,OO,5528,N218SW,91.0,82.0,75.0,13.0,4.0,SFO,PMD,316,4.0,12.0,0,,0,,,,,
2008,7,11,5,629.0,630,837.0,843,EV,4710,N753EV,128.0,133.0,117.0,-6.0,-1.0,SYR,ATL,793,4.0,7.0,0,,0,,,,,
2008,8,12,2,1152.0,1200,1255.0,1310,XE,99,N13553,63.0,70.0,51.0,-15.0,-8.0,MRY,LGB,283,6.0,6.0,0,,0,,,,,
2008,3,26,3,1706.0,1700,1759.0,1800,WN,43,N522SW,53.0,60.0,43.0,-1.0,6.0,DAL,HOU,239,4.0,6.0,0,,0,,,,,
2008,2,4,1,,620,,758,NW,1281,N526US,,98.0,,,,MDW,MSP,349,,,1,B,0,,,,,
2008,11,23,7,2029.0,2021,2304.0,2300,CO,793,N57855,155.0,159.0,132.0,4.0,8.0,MCO,EWR,938,11.0,12.0,0,,0,,,,,
2008,11,9,7,628.0,635,812.0,810,AA,1887,N466AA,104.0,95.0,80.0,2.0,-7.0,MFE,DFW,468,14.0,10.0,0,,0,,,,,
2008,1,28,1,2030.0,2040,2149.0,2150,XE,2212,N18982,139.0,130.0,114.0,-1.0,-10.0,CLE,MCI,694,5.0,20.0,0,,0,,,,,
2008,7,20,7,1651.0,1632,1823.0,1808,OO,5788,N221SW,92.0,96.0,70.0,15.0,19.0,LAS,FAT,258,4.0,18.0,0,,0,0.0,0.0,0.0,0.0,15.0
2008,11,3,1,1558.0,1545,1758.0,1735,MQ,4703,N836MQ,120.0,110.0,77.0,23.0,13.0,JFK,RDU,426,4.0,39.0,0,,0,13.0,0.0,10.0,0.0,0.0
2008,8,3,7,1156.0,1200,1304.0,1315,9E,4765,83909E,68.0,75.0,48.0,-11.0,-4.0,MSN,MSP,228,12.0,8.0,0,,0,,,,,
2008,1,10,4,743.0,750,951.0,959,DL,1815,N3730B,128.0,129.0,111.0,-8.0,-7.0,MCO,CVG,756,4.0,13.0,0,,0,,,,,
2008,9,14,7,1600.0,1600,1700.0,1655,AA,1543,N426AA,60.0,55.0,37.0,5.0,0.0,DFW,AUS,190,5.0,18.0,0,,0,,,,,
2008,8,21,4,1502.0,1410,2037.0,1959,UA,894,N585UA,215.0,229.0,201.0,38.0,52.0,DEN,LGA,1619,3.0,11.0,0,,0,0.0,0.0,0.0,0.0,38.0
2008,3,18,2,619.0,620,951.0,950,F9,650,N924FR,152.0,150.0,126.0,1.0,-1.0,SFO,DEN,967,10.0,16.0,0,,0,,,,,
2008,5,22,4,2015.0,2020,2119.0,2130,MQ,3481,N922AE,64.0,70.0,48.0,-11.0,-5.0,DFW,MAF,309,4.0,12.0,0,,0,,,,,
2008,10,6,1,1157.0,1155,1429.0,1441,DL,915,N635DL,152.0,166.0,115.0,-12.0,2.0,LGA,ATL,761,8.0,29.0,0,,0,,,,,
2008,5,2,5,1745.0,1745,1907.0,1906,EV,4261,N886AS,82.0,81.0,54.0,1.0,0.0,ATL,ROA,357,5.0,23.0,0,,0,,,,,
2008,7,6,7,1620.0,1625,1743.0,1754,9E,5718,80129E,83.0,89.0,65.0,-11.0,-5.0,MLI,MEM,442,8.0,10.0,0,,0,,,,,
2008,2,21,4,625.0,630,730.0,740,WN,3862,N254WN,65.0,70.0,47.0,-10.0,-5.0,SJC,ONT,333,4.0,14.0,0,,0,,,,,
2008,1,21,1,,1838,,2005,UA,1251,,,87.0,,,,DSM,ORD,299,,,1,A,0,,,,,
2008,9,3,3,1655.0,1659,1921.0,1840,YV,7319,N593ML,146.0,101.0,84.0,41.0,-4.0,IAD,SAV,515,4.0,58.0,0,,0,0.0,0.0,41.0,0.0,0.0
2008,9,11,4,1917.0,1920,2135.0,2140,9E,5721,89409E,138.0,140.0,98.0,-5.0,-3.0,MEM,MSP,700,9.0,31.0,0,,0,,,,,
2008,1,31,4,1356.0,1355,1702.0,1710,WN,1445,N409WN,126.0,135.0,114.0,-8.0,1.0,PHX,TUL,935,4.0,8.0,0,,0,,,,,
2008,5,4,7,1847.0,1850,2335.0,2347,CO,582,N16339,228.0,237.0,210.0,-12.0,-3.0,IAH,BOS,1597,6.0,12.0,0,,0,,,,,
2008,11,29,6,700.0,700,739.0,754,NW,1237,N763NW,39.0,54.0,20.0,-15.0,0.0,MBS,DTW,98,9.0,10.0,0,,0,,,,,
2008,3,11,2,933.0,940,1235.0,1234,F9,106,N806FR,122.0,114.0,99.0,1.0,-7.0,DEN,MSP,680,11.0,12.0,0,,0,,,,,
2008,1,1,2,950.0,950,1051.0,1052,XE,2002,N27523,61.0,62.0,42.0,-1.0,0.0,IAH,DAL,217,4.0,15.0,0,,0,,,,,
2008,8,9,6,1048.0,1052,1257.0,1315,OO,6760,N930SW,69.0,83.0,43.0,-18.0,-4.0,ORD,SDF,286,12.0,14.0,0,,0,,,,,
2008,2,1,5,1145.0,1145,1709.0,1725,WN,1555,N761RR,204.0,220.0,191.0,-16.0,0.0,ONT,BNA,1751,4.0,9.0,0,,0,,,,,
2008,10,27,1,1151.0,1155,1349.0,1354,EV,5294,N928EV,58.0,59.0,32.0,-5.0,-4.0,HSV,ATL,151,9.0,17.0,0,,0,,,,,
2008,4,4,5,1614.0,1615,1653.0,1650,OO,5456,N295UX,39.0,35.0,19.0,3.0,-1.0,LAX,OXR,49,3.0,17.0,0,,0,,,,,
2008,8,24,7,754.0,800,1022.0,1046,AS,456,N607AS,148.0,166.0,128.0,-24.0,-6.0,SEA,LAX,954,6.0,14.0,0,,0,,,,,
2008,3,8,6,1307.0,1309,1442.0,1439,AS,543,N771AS,95.0,90.0,76.0,3.0,-2.0,PSP,SFO,421,5.0,14.0,0,,0,,,,,
2008,2,1,5,921.0,915,1131.0,1120,WN,1545,N224WN,70.0,65.0,45.0,11.0,6.0,LAS,PHX,256,6.0,19.0,0,,0,,,,,
2008,8,10,7,614.0,600,734.0,718,YV,7178,N508MJ,80.0,78.0,55.0,16.0,14.0,CLT,IAD,321,7.0,18.0,0,,0,16.0,0.0,0.0,0.0,0.0
2008,10,19,7,630.0,630,851.0,857,US,419,N834AW,321.0,327.0,307.0,-6.0,0.0,BDL,PHX,2213,4.0,10.0,0,,0,,,,,
2008,3,1,6,917.0,920,1030.0,1040,9E,5772,85439E,73.0,80.0,45.0,-10.0,-3.0,MEM,STL,256,4.0,24.0,0,,0,,,,,
2008,7,23,3,1940.0,1700,2121.0,1836,UA,259,N673UA,161.0,156.0,120.0,165.0,160.0,ORD,DEN,888,7.0,34.0,0,,0,37.0,0.0,5.0,0.0,123.0
2008,6,13,5,1830.0,1801,2004.0,1948,NW,1656,N347NW,154.0,167.0,129.0,16.0,29.0,RDU,MSP,981,8.0,17.0,0,,0,0.0,0.0,0.0,0.0,16.0
2008,6,27,5,1213.0,1145,1321.0,1305,WN,1693,N493WN,68.0,80.0,51.0,16.0,28.0,DEN,ABQ,349,4.0,13.0,0,,0,16.0,0.0,0.0,0.0,0.0
2008,6,27,5,1015.0,907,,1710,US,250,N603AW,,303.0,,,68.0,PHX,PHL,2075,,23.0,0,,1,,,,,
2008,2,13,3,1909.0,1915,2201.0,2223,OO,6592,N955SW,112.0,128.0,94.0,-22.0,-6.0,DEN,MSN,826,4.0,14.0,0,,0,,,,,
2008,2,7,4,1157.0,1200,1919.0,1942,DL,1738,N130DL,262.0,282.0,237.0,-23.0,-3.0,SEA,ATL,2182,7.0,18.0,0,,0,,,,,
2008,1,22,2,1715.0,1705,1926.0,1930,AA,1255,N4WNAA,251.0,265.0,229.0,-4.0,10.0,DFW,SEA,1660,7.0,15.0,0,,0,,,,,
2008,9,1,1,704.0,703,1543.0,1540,UA,46,N523UA,339.0,337.0,315.0,3.0,1.0,LAX,BOS,2611,6.0,18.0,0,,0,,,,,
2008,3,6,4,1848.0,1756,2021.0,1933,UA,253,N769UA,153.0,157.0,125.0,48.0,52.0,ORD,DEN,888,10.0,18.0,0,,0,48.0,0.0,0.0,0.0,0.0
2008,4,16,3,719.0,720,823.0,825,WN,2452,N343SW,64.0,65.0,52.0,-2.0,-1.0,LBB,AUS,341,4.0,8.0,0,,0,,,,,
2008,9,21,7,1903.0,1905,2002.0,2010,AA,2004,N570AA,59.0,65.0,43.0,-8.0,-2.0,DFW,IAH,224,7.0,9.0,0,,0,,,,,
